,sentence1,sentence2,gold_label_log_numeric,gold_label_log,gold_label_prag,spec_relation,item_type,trigger,lexemes
754,All people should reference the essays.,Not all people should reference the essays.,-1,contradiction,contradiction,negation,control,quantifier,some - all
755,Not all people should reference the essays.,All people should reference the essays.,-1,contradiction,contradiction,negation,control,quantifier,some - all
756,Some screens had tipped over.,Not all screens had tipped over.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
757,Not all screens had tipped over.,Some screens had tipped over.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
758,Some screens had tipped over.,All screens had tipped over.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
759,All screens had tipped over.,Some screens had tipped over.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
760,Not all screens had tipped over.,No screens had tipped over.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
761,No screens had tipped over.,Not all screens had tipped over.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
762,All screens had tipped over.,No screens had tipped over.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
763,No screens had tipped over.,All screens had tipped over.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
764,Some screens had tipped over.,No screens had tipped over.,-1,contradiction,contradiction,negation,control,quantifier,some - all
765,No screens had tipped over.,Some screens had tipped over.,-1,contradiction,contradiction,negation,control,quantifier,some - all
766,All screens had tipped over.,Not all screens had tipped over.,-1,contradiction,contradiction,negation,control,quantifier,some - all
767,Not all screens had tipped over.,All screens had tipped over.,-1,contradiction,contradiction,negation,control,quantifier,some - all
768,Some bicycles do roll.,Not all bicycles do roll.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
769,Not all bicycles do roll.,Some bicycles do roll.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
770,Some bicycles do roll.,All bicycles do roll.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
771,All bicycles do roll.,Some bicycles do roll.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
772,Not all bicycles do roll.,No bicycles do roll.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
773,No bicycles do roll.,Not all bicycles do roll.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
774,All bicycles do roll.,No bicycles do roll.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
775,No bicycles do roll.,All bicycles do roll.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
776,Some bicycles do roll.,No bicycles do roll.,-1,contradiction,contradiction,negation,control,quantifier,some - all
777,No bicycles do roll.,Some bicycles do roll.,-1,contradiction,contradiction,negation,control,quantifier,some - all
778,All bicycles do roll.,Not all bicycles do roll.,-1,contradiction,contradiction,negation,control,quantifier,some - all
779,Not all bicycles do roll.,All bicycles do roll.,-1,contradiction,contradiction,negation,control,quantifier,some - all
780,Some students had complained.,Not all students had complained.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
781,Not all students had complained.,Some students had complained.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
782,Some students had complained.,All students had complained.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
783,All students had complained.,Some students had complained.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
784,Not all students had complained.,No students had complained.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
785,No students had complained.,Not all students had complained.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
786,All students had complained.,No students had complained.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
787,No students had complained.,All students had complained.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
788,Some students had complained.,No students had complained.,-1,contradiction,contradiction,negation,control,quantifier,some - all
789,No students had complained.,Some students had complained.,-1,contradiction,contradiction,negation,control,quantifier,some - all
790,All students had complained.,Not all students had complained.,-1,contradiction,contradiction,negation,control,quantifier,some - all
791,Not all students had complained.,All students had complained.,-1,contradiction,contradiction,negation,control,quantifier,some - all
792,Some actresses had longed to annoy this pedestrian.,Not all actresses had longed to annoy this pedestrian.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
793,Not all actresses had longed to annoy this pedestrian.,Some actresses had longed to annoy this pedestrian.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
794,Some actresses had longed to annoy this pedestrian.,All actresses had longed to annoy this pedestrian.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
795,All actresses had longed to annoy this pedestrian.,Some actresses had longed to annoy this pedestrian.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
796,Not all actresses had longed to annoy this pedestrian.,No actresses had longed to annoy this pedestrian.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
797,No actresses had longed to annoy this pedestrian.,Not all actresses had longed to annoy this pedestrian.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
798,All actresses had longed to annoy this pedestrian.,No actresses had longed to annoy this pedestrian.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
799,No actresses had longed to annoy this pedestrian.,All actresses had longed to annoy this pedestrian.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
800,Some actresses had longed to annoy this pedestrian.,No actresses had longed to annoy this pedestrian.,-1,contradiction,contradiction,negation,control,quantifier,some - all
801,No actresses had longed to annoy this pedestrian.,Some actresses had longed to annoy this pedestrian.,-1,contradiction,contradiction,negation,control,quantifier,some - all
802,All actresses had longed to annoy this pedestrian.,Not all actresses had longed to annoy this pedestrian.,-1,contradiction,contradiction,negation,control,quantifier,some - all
803,Not all actresses had longed to annoy this pedestrian.,All actresses had longed to annoy this pedestrian.,-1,contradiction,contradiction,negation,control,quantifier,some - all
804,Clyde does help some students.,Clyde doesn't help all students.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
805,Clyde doesn't help all students.,Clyde does help some students.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
806,Clyde does help some students.,Clyde does help all students.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
807,Clyde does help all students.,Clyde does help some students.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
808,Clyde doesn't help all students.,Clyde does help no students.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
809,Clyde does help no students.,Clyde doesn't help all students.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
810,Clyde does help all students.,Clyde does help no students.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
811,Clyde does help no students.,Clyde does help all students.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
812,Clyde does help some students.,Clyde does help no students.,-1,contradiction,contradiction,negation,control,quantifier,some - all
813,Clyde does help no students.,Clyde does help some students.,-1,contradiction,contradiction,negation,control,quantifier,some - all
814,Clyde does help all students.,Clyde doesn't help all students.,-1,contradiction,contradiction,negation,control,quantifier,some - all
815,Clyde doesn't help all students.,Clyde does help all students.,-1,contradiction,contradiction,negation,control,quantifier,some - all
816,Some dancers are lifting the apple.,Not all dancers are lifting the apple.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
817,Not all dancers are lifting the apple.,Some dancers are lifting the apple.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
818,Some dancers are lifting the apple.,All dancers are lifting the apple.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
819,All dancers are lifting the apple.,Some dancers are lifting the apple.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
820,Not all dancers are lifting the apple.,No dancers are lifting the apple.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
821,No dancers are lifting the apple.,Not all dancers are lifting the apple.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
822,All dancers are lifting the apple.,No dancers are lifting the apple.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
823,No dancers are lifting the apple.,All dancers are lifting the apple.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
824,Some dancers are lifting the apple.,No dancers are lifting the apple.,-1,contradiction,contradiction,negation,control,quantifier,some - all
825,No dancers are lifting the apple.,Some dancers are lifting the apple.,-1,contradiction,contradiction,negation,control,quantifier,some - all
826,All dancers are lifting the apple.,Not all dancers are lifting the apple.,-1,contradiction,contradiction,negation,control,quantifier,some - all
827,Not all dancers are lifting the apple.,All dancers are lifting the apple.,-1,contradiction,contradiction,negation,control,quantifier,some - all
828,Some coats would loosen.,Not all coats would loosen.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
829,Not all coats would loosen.,Some coats would loosen.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
830,Some coats would loosen.,All coats would loosen.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
831,All coats would loosen.,Some coats would loosen.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
832,Not all coats would loosen.,No coats would loosen.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
833,No coats would loosen.,Not all coats would loosen.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
834,All coats would loosen.,No coats would loosen.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
835,No coats would loosen.,All coats would loosen.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
836,Some coats would loosen.,No coats would loosen.,-1,contradiction,contradiction,negation,control,quantifier,some - all
837,No coats would loosen.,Some coats would loosen.,-1,contradiction,contradiction,negation,control,quantifier,some - all
838,All coats would loosen.,Not all coats would loosen.,-1,contradiction,contradiction,negation,control,quantifier,some - all
839,Not all coats would loosen.,All coats would loosen.,-1,contradiction,contradiction,negation,control,quantifier,some - all
840,Some men were leaving.,Not all men were leaving.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
841,Not all men were leaving.,Some men were leaving.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
842,Some men were leaving.,All men were leaving.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
843,All men were leaving.,Some men were leaving.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
844,Not all men were leaving.,No men were leaving.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
845,No men were leaving.,Not all men were leaving.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
846,All men were leaving.,No men were leaving.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
847,No men were leaving.,All men were leaving.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
848,Some men were leaving.,No men were leaving.,-1,contradiction,contradiction,negation,control,quantifier,some - all
849,No men were leaving.,Some men were leaving.,-1,contradiction,contradiction,negation,control,quantifier,some - all
850,All men were leaving.,Not all men were leaving.,-1,contradiction,contradiction,negation,control,quantifier,some - all
851,Not all men were leaving.,All men were leaving.,-1,contradiction,contradiction,negation,control,quantifier,some - all
852,Some adults have concealed the newspaper articles.,Not all adults have concealed the newspaper articles.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
853,Not all adults have concealed the newspaper articles.,Some adults have concealed the newspaper articles.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
854,Some adults have concealed the newspaper articles.,All adults have concealed the newspaper articles.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
855,All adults have concealed the newspaper articles.,Some adults have concealed the newspaper articles.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
856,Not all adults have concealed the newspaper articles.,No adults have concealed the newspaper articles.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
857,No adults have concealed the newspaper articles.,Not all adults have concealed the newspaper articles.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
858,All adults have concealed the newspaper articles.,No adults have concealed the newspaper articles.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
859,No adults have concealed the newspaper articles.,All adults have concealed the newspaper articles.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
860,Some adults have concealed the newspaper articles.,No adults have concealed the newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
861,No adults have concealed the newspaper articles.,Some adults have concealed the newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
862,All adults have concealed the newspaper articles.,Not all adults have concealed the newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
863,Not all adults have concealed the newspaper articles.,All adults have concealed the newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
864,Some dancers can chat.,Not all dancers can chat.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
865,Not all dancers can chat.,Some dancers can chat.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
866,Some dancers can chat.,All dancers can chat.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
867,All dancers can chat.,Some dancers can chat.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
868,Not all dancers can chat.,No dancers can chat.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
869,No dancers can chat.,Not all dancers can chat.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
870,All dancers can chat.,No dancers can chat.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
871,No dancers can chat.,All dancers can chat.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
872,Some dancers can chat.,No dancers can chat.,-1,contradiction,contradiction,negation,control,quantifier,some - all
873,No dancers can chat.,Some dancers can chat.,-1,contradiction,contradiction,negation,control,quantifier,some - all
874,All dancers can chat.,Not all dancers can chat.,-1,contradiction,contradiction,negation,control,quantifier,some - all
875,Not all dancers can chat.,All dancers can chat.,-1,contradiction,contradiction,negation,control,quantifier,some - all
876,Some children questioned Keith.,Not all children questioned Keith.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
877,Not all children questioned Keith.,Some children questioned Keith.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
878,Some children questioned Keith.,All children questioned Keith.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
879,All children questioned Keith.,Some children questioned Keith.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
880,Not all children questioned Keith.,No children questioned Keith.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
881,No children questioned Keith.,Not all children questioned Keith.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
882,All children questioned Keith.,No children questioned Keith.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
883,No children questioned Keith.,All children questioned Keith.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
884,Some children questioned Keith.,No children questioned Keith.,-1,contradiction,contradiction,negation,control,quantifier,some - all
885,No children questioned Keith.,Some children questioned Keith.,-1,contradiction,contradiction,negation,control,quantifier,some - all
886,All children questioned Keith.,Not all children questioned Keith.,-1,contradiction,contradiction,negation,control,quantifier,some - all
887,Not all children questioned Keith.,All children questioned Keith.,-1,contradiction,contradiction,negation,control,quantifier,some - all
888,Some guests would wake up.,Not all guests would wake up.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
889,Not all guests would wake up.,Some guests would wake up.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
890,Some guests would wake up.,All guests would wake up.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
891,All guests would wake up.,Some guests would wake up.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
892,Not all guests would wake up.,No guests would wake up.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
893,No guests would wake up.,Not all guests would wake up.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
894,All guests would wake up.,No guests would wake up.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
895,No guests would wake up.,All guests would wake up.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
896,Some guests would wake up.,No guests would wake up.,-1,contradiction,contradiction,negation,control,quantifier,some - all
897,No guests would wake up.,Some guests would wake up.,-1,contradiction,contradiction,negation,control,quantifier,some - all
898,All guests would wake up.,Not all guests would wake up.,-1,contradiction,contradiction,negation,control,quantifier,some - all
899,Not all guests would wake up.,All guests would wake up.,-1,contradiction,contradiction,negation,control,quantifier,some - all
900,Anna was driving to some schools.,Anna wasn't driving to all schools.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
901,Anna wasn't driving to all schools.,Anna was driving to some schools.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
902,Anna was driving to some schools.,Anna was driving to all schools.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
903,Anna was driving to all schools.,Anna was driving to some schools.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
904,Anna wasn't driving to all schools.,Anna was driving to no schools.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
905,Anna was driving to no schools.,Anna wasn't driving to all schools.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
906,Anna was driving to all schools.,Anna was driving to no schools.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
907,Anna was driving to no schools.,Anna was driving to all schools.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
908,Anna was driving to some schools.,Anna was driving to no schools.,-1,contradiction,contradiction,negation,control,quantifier,some - all
909,Anna was driving to no schools.,Anna was driving to some schools.,-1,contradiction,contradiction,negation,control,quantifier,some - all
910,Anna was driving to all schools.,Anna wasn't driving to all schools.,-1,contradiction,contradiction,negation,control,quantifier,some - all
911,Anna wasn't driving to all schools.,Anna was driving to all schools.,-1,contradiction,contradiction,negation,control,quantifier,some - all
912,The customers worries some companies.,The customers doesn't worry all companies.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
913,The customers doesn't worry all companies.,The customers worries some companies.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
914,The customers worries some companies.,The customers worries all companies.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
915,The customers worries all companies.,The customers worries some companies.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
916,The customers doesn't worry all companies.,The customers worries no companies.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
917,The customers worries no companies.,The customers doesn't worry all companies.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
918,The customers worries all companies.,The customers worries no companies.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
919,The customers worries no companies.,The customers worries all companies.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
920,The customers worries some companies.,The customers worries no companies.,-1,contradiction,contradiction,negation,control,quantifier,some - all
921,The customers worries no companies.,The customers worries some companies.,-1,contradiction,contradiction,negation,control,quantifier,some - all
922,The customers worries all companies.,The customers doesn't worry all companies.,-1,contradiction,contradiction,negation,control,quantifier,some - all
923,The customers doesn't worry all companies.,The customers worries all companies.,-1,contradiction,contradiction,negation,control,quantifier,some - all
924,Some guys come here.,Not all guys come here.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
925,Not all guys come here.,Some guys come here.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
926,Some guys come here.,All guys come here.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
927,All guys come here.,Some guys come here.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
928,Not all guys come here.,No guys come here.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
929,No guys come here.,Not all guys come here.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
930,All guys come here.,No guys come here.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
931,No guys come here.,All guys come here.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
932,Some guys come here.,No guys come here.,-1,contradiction,contradiction,negation,control,quantifier,some - all
933,No guys come here.,Some guys come here.,-1,contradiction,contradiction,negation,control,quantifier,some - all
934,All guys come here.,Not all guys come here.,-1,contradiction,contradiction,negation,control,quantifier,some - all
935,Not all guys come here.,All guys come here.,-1,contradiction,contradiction,negation,control,quantifier,some - all
936,Some doctors hid.,Not all doctors hid.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
937,Not all doctors hid.,Some doctors hid.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
938,Some doctors hid.,All doctors hid.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
939,All doctors hid.,Some doctors hid.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
940,Not all doctors hid.,No doctors hid.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
941,No doctors hid.,Not all doctors hid.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
942,All doctors hid.,No doctors hid.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
943,No doctors hid.,All doctors hid.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
944,Some doctors hid.,No doctors hid.,-1,contradiction,contradiction,negation,control,quantifier,some - all
945,No doctors hid.,Some doctors hid.,-1,contradiction,contradiction,negation,control,quantifier,some - all
946,All doctors hid.,Not all doctors hid.,-1,contradiction,contradiction,negation,control,quantifier,some - all
947,Not all doctors hid.,All doctors hid.,-1,contradiction,contradiction,negation,control,quantifier,some - all
948,Patients talk about some actresses.,Patients don't talk about all actresses.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
949,Patients don't talk about all actresses.,Patients talk about some actresses.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
950,Patients talk about some actresses.,Patients talk about all actresses.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
951,Patients talk about all actresses.,Patients talk about some actresses.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
952,Patients don't talk about all actresses.,Patients talk about no actresses.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
953,Patients talk about no actresses.,Patients don't talk about all actresses.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
954,Patients talk about all actresses.,Patients talk about no actresses.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
955,Patients talk about no actresses.,Patients talk about all actresses.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
956,Patients talk about some actresses.,Patients talk about no actresses.,-1,contradiction,contradiction,negation,control,quantifier,some - all
957,Patients talk about no actresses.,Patients talk about some actresses.,-1,contradiction,contradiction,negation,control,quantifier,some - all
958,Patients talk about all actresses.,Patients don't talk about all actresses.,-1,contradiction,contradiction,negation,control,quantifier,some - all
959,Patients don't talk about all actresses.,Patients talk about all actresses.,-1,contradiction,contradiction,negation,control,quantifier,some - all
960,Some horses ascended these stairs.,Not all horses ascended these stairs.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
961,Not all horses ascended these stairs.,Some horses ascended these stairs.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
962,Some horses ascended these stairs.,All horses ascended these stairs.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
963,All horses ascended these stairs.,Some horses ascended these stairs.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
964,Not all horses ascended these stairs.,No horses ascended these stairs.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
965,No horses ascended these stairs.,Not all horses ascended these stairs.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
966,All horses ascended these stairs.,No horses ascended these stairs.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
967,No horses ascended these stairs.,All horses ascended these stairs.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
968,Some horses ascended these stairs.,No horses ascended these stairs.,-1,contradiction,contradiction,negation,control,quantifier,some - all
969,No horses ascended these stairs.,Some horses ascended these stairs.,-1,contradiction,contradiction,negation,control,quantifier,some - all
970,All horses ascended these stairs.,Not all horses ascended these stairs.,-1,contradiction,contradiction,negation,control,quantifier,some - all
971,Not all horses ascended these stairs.,All horses ascended these stairs.,-1,contradiction,contradiction,negation,control,quantifier,some - all
972,Winston Churchill had fixed some plates.,Winston Churchill hadn't fixed all plates.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
973,Winston Churchill hadn't fixed all plates.,Winston Churchill had fixed some plates.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
974,Winston Churchill had fixed some plates.,Winston Churchill had fixed all plates.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
975,Winston Churchill had fixed all plates.,Winston Churchill had fixed some plates.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
976,Winston Churchill hadn't fixed all plates.,Winston Churchill had fixed no plates.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
977,Winston Churchill had fixed no plates.,Winston Churchill hadn't fixed all plates.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
978,Winston Churchill had fixed all plates.,Winston Churchill had fixed no plates.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
979,Winston Churchill had fixed no plates.,Winston Churchill had fixed all plates.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
980,Winston Churchill had fixed some plates.,Winston Churchill had fixed no plates.,-1,contradiction,contradiction,negation,control,quantifier,some - all
981,Winston Churchill had fixed no plates.,Winston Churchill had fixed some plates.,-1,contradiction,contradiction,negation,control,quantifier,some - all
982,Winston Churchill had fixed all plates.,Winston Churchill hadn't fixed all plates.,-1,contradiction,contradiction,negation,control,quantifier,some - all
983,Winston Churchill hadn't fixed all plates.,Winston Churchill had fixed all plates.,-1,contradiction,contradiction,negation,control,quantifier,some - all
984,Some adults had attacked that student.,Not all adults had attacked that student.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
985,Not all adults had attacked that student.,Some adults had attacked that student.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
986,Some adults had attacked that student.,All adults had attacked that student.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
987,All adults had attacked that student.,Some adults had attacked that student.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
988,Not all adults had attacked that student.,No adults had attacked that student.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
989,No adults had attacked that student.,Not all adults had attacked that student.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
990,All adults had attacked that student.,No adults had attacked that student.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
991,No adults had attacked that student.,All adults had attacked that student.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
992,Some adults had attacked that student.,No adults had attacked that student.,-1,contradiction,contradiction,negation,control,quantifier,some - all
993,No adults had attacked that student.,Some adults had attacked that student.,-1,contradiction,contradiction,negation,control,quantifier,some - all
994,All adults had attacked that student.,Not all adults had attacked that student.,-1,contradiction,contradiction,negation,control,quantifier,some - all
995,Not all adults had attacked that student.,All adults had attacked that student.,-1,contradiction,contradiction,negation,control,quantifier,some - all
996,All sweaters hurt some dancers.,All sweaters didn't hurt all dancers.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
997,All sweaters didn't hurt all dancers.,All sweaters hurt some dancers.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
998,All sweaters hurt some dancers.,All sweaters hurt all dancers.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
999,All sweaters hurt all dancers.,All sweaters hurt some dancers.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1000,All sweaters didn't hurt all dancers.,All sweaters hurt no dancers.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1001,All sweaters hurt no dancers.,All sweaters didn't hurt all dancers.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1002,All sweaters hurt all dancers.,All sweaters hurt no dancers.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1003,All sweaters hurt no dancers.,All sweaters hurt all dancers.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1004,All sweaters hurt some dancers.,All sweaters hurt no dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1005,All sweaters hurt no dancers.,All sweaters hurt some dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1006,All sweaters hurt all dancers.,All sweaters didn't hurt all dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1007,All sweaters didn't hurt all dancers.,All sweaters hurt all dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
