,gold_label,sentence1,sentence2
1007,neutral,A man wearing a brightly green camouflage patterned denim jacket and boots walks by a building labeled Lottery Ticket Centre.,A man just purchased some lottery tickets.
1008,neutral,A man in shorts and flip-flops is carrying a bag on his back.,A man is hiking outside with a bag on his back.
1009,neutral,The woman in the white coat is holding a camera in her hand.,The woman is trying to get a picture of her friend.
1010,neutral,A man in a red delivery truck is talking to someone is a black coat.,A sad man in a red delivery truck is talking to someone is a black coat.
1011,neutral,A boy lying on a hospital bed with his leg hanging over the side.,a kid broke his leg
1012,neutral,Two people are participating in the sport fencing.,Two people competing in a fencing tournament
1013,neutral,A boy on a skateboard in midair,The boy is doing a trick.
1014,neutral,People are hiking up a mountain with no greenery.,The hikers have backpacks.
1015,neutral,"A woman and two men, that are dressed professionally, are having a discussion.",A woman and two men are having a discussion about freedom.
1016,neutral,A man in a red shirt is walking towards a blue market stall.,The man wants to purchase some produce.
1017,neutral,A choir practicing in a church.,A choir is preparing to sing for a wedding.
1018,neutral,Two children play in the snow by the side of the road.,Kids are building a snow man.
1019,neutral,A man is throwing something into the road.,A man throws salt on a snowy road.
1020,neutral,Young children play on scaffolding.,Happy children play on scaffolding.
1021,neutral,Two young boys wearing shorts and sandals throw pebbles from a dirt path into a body of water.,The body of water is a lake.
1022,neutral,A woman wearing a red hat and red bandanna followed by a man in a red bandanna.,The woman is a dirty hippie.
1023,neutral,A girl in a yellow dress looks at a restaurant building.,A girl debates eating at a certain restaurant.
1024,neutral,"Four people walking beside each other down a street, one of the men is turned around looking toward the camera.",A group of friends are headed to Wendys
1025,neutral,A man is squatting on the ground.,A man is searching for something he dropped.
1026,neutral,A woman is cutting into a sandwich while sitting at an outdoor table.,The lady on the table is cutting here sandwich is on her cellphone
1027,neutral,A woman happy about something.,A woman is happy that her husband is home from work.
1028,neutral,A group of young cheerleaders in pink and white costumes perform on a stage.,They are holding pom poms.
1029,neutral,"Two uniformed women, wearing jackets saying ""Politie"" on the back, are looking at each other in front of a crowd.",The women are married.
1030,neutral,A group of travelers pulling suitcases are making their way down a platform.,A group of friends are travelling to Hawaii.
1031,neutral,A young woman is wearing a paper crown at an outdoor event.,the woman is at a party
1032,neutral,A man is spinning a little girl in the air above his head.,A man is carrying his daughter above his head.
1033,neutral,A baseball player sliding into a base while a player from the other team tries to catch the ball.,A baseball player joyously sliding into a base
1034,neutral,A man on a skateboard on steps in front glass doors of a brick building.,The man on the skateboard is going to bounce off the glass doors
1035,neutral,Two young boys are playing with a toy train set on a wood floor.,The boys are having fun playing with the train set.
1036,neutral,"A race car, numbered 104 is rounding a bend as two people watch and take pictures.",People are taking pictures of the indy 500.
1037,neutral,"Two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",Two girls hiding behind a wall.
1038,neutral,The dog's mouth is open like he is yawning.,a dog is yawning because he is tired from a walk
1039,neutral,A woman in a gray shirt is looking at something.,A woman in a gray shirt looking at her book.
1040,neutral,"A woman plays in the wind, with a furry brown dog.",The dog is a shitzu.
1041,neutral,A man holding girl at top of a slide,A man telling the girl not be scared on top of a silde.
1042,neutral,Two girls pass two boys by a tree in a neon lit street.,Some kids pass their friends on a street.
1043,neutral,A dog is running parallel with the ocean waves.,A dog is running towards its owner.
1044,neutral,A woman is leaning against a wall with her shoe off.,A woman has her shoe off to adjust her sock.
1045,neutral,A public speaker in a plaid shirt speaks on the microphone.,A man gives a speech about the economy.
1046,neutral,An old man in a gray shirt smiles at the camera while doing laundry in a small room.,The man is a father
1047,neutral,A girl in a hat has some sort of insect on her finger.,A female has a bee on her hand.
1048,neutral,A group of dogs stand in the snow.,Some animals are forced to stand still in snow.
1049,neutral,A young man throws a Frisbee to a frisbee-golf goal.,A man playing in a tournament.
1050,neutral,An ATV rides over a vast sandy landscape.,The rider is following his friends in the sand.
1051,neutral,two dogs run across the woods.,The dogs are running after an animal
1052,neutral,Two men talk outdoors.,The men are talking about their wives
1053,neutral,Boy sitting looking through a glass window at a train station.,A boy is looking through a window at another boy at the train station.
1054,neutral,A shirt booth with a man printing a shirt.,The shirt is blue with black lettering.
1055,neutral,Three people hiking up a mountain with a river and other mountains in the background.,Three friends hiking the Appalachain Trail.
1056,neutral,A woman wearing a blue and orange coat is sitting outside on a bench in front of a red background.,The woman is waiting for someone to show up.
1057,neutral,A crowd is standing and cheering at a football game.,The crowd knows their team will win.
1058,neutral,A road worker is holding a stop sign to direct traffic.,Construction is being done on the road.
1059,neutral,One child in black is walking down a hill covered in white snow while 2 children are on their knees.,The children are enjoying a surprise snowday off from school in the middle of April
1060,neutral,A dog with a collar on lying on the street.,The dog was just hit by a car and is lying in the street.
1061,neutral,A man sitting on an elephant with a riding seat is talking to a female tourist.,An old Asian man riding a baby elephant.
1062,neutral,Little girl is flipping an omelet in the kitchen.,A young girl in the kitchen makes spicy omelets.
1063,neutral,A young man does tricks on his skateboard.,A guy rolls forward.
1064,neutral,A young boy in suspenders.,The boy's suspenders are blue.
1065,neutral,A group of girls in black and white spotted skirts cross a street.,A group of girls are walking to school.
1066,neutral,A man and his camel in the dusty desert.,the man is mexican
1067,neutral,The small dog is running across the lawn.,A dog is chasing a ball.
1068,neutral,A woman rollerblader with knee and elbow pads and a helmet jumping into the air.,the woman is a professional skater
1069,neutral,A group of young men in a gym take turns scoring in basketball.,Guys are playing shirts vs skins.
1070,neutral,A bird is perched on a tree branch.,An owl is perched on a tree branch.
1071,neutral,A young man sitting under a tree while others walk down the street.,A young man is resting.
1072,neutral,Two women are laughing and smiling while they eat a meal together.,Lilly and Sally were eating lunch.
1073,neutral,People stand along a train track and take pictures.,Photographers take photos of the scene after a train accident.
1074,neutral,A city street with market vendors and children being pushed in strollers with a large cathedral in the background.,The children are bored.
1075,neutral,Two humans looking out in the distance from a hill.,Two people pause to overlook the beautiful veiw before resuming their hike.
1076,neutral,A black man in white shorts and a white man in black shorts boxing.,One man pounds another as they box.
1077,neutral,A man holds two children in his arms.,A man poses for a photograph with his two grandchildren.
1078,neutral,two young children wearing wool caps and mitten covering their mouths while whispering to each other.,They are whispering about their day.
1079,neutral,A group of Asian men are sitting or standing around a small square table.,Some men are having a planning meeting in a room.
1080,neutral,A young male wearing a white shirt with a character outlined very darkly.,A blonde boy in a white shirt.
1081,neutral,Man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings.,The man loves to play music for people.
1082,neutral,Little boy peering into a glass display case.,A trophy is in the case
1083,neutral,Children play in the sand surrounded by a sand structure with a lot of window like openings.,The children playing in the sand all know each other.
1084,neutral,A black and brown dog is jumping on blocks of concrete in the water.,The dog wants to play.
1085,neutral,A man squatting in a park looking at something in the distance.,A man is watching his son playing on the swingset.
1086,neutral,An emergency worker directs a man pulling a sled with emergency equipment on a snowy path.,An emergency worker works at a crash scene.
1087,neutral,A man dressed in a red shirt and black tie stands up at a wedding reception to make a speech.,a drunk talks loudly at a wedding
1088,neutral,A woman in black walks down the street in front of a graffited wall.,A woman walks past a wall of graffiti on her way to the bookstore.
1089,neutral,A man in a striped shirt standing behind a large pile of fruits.,a man takes a picture of the pile of fruits
1090,neutral,A woman wearing a black dress and green sweater is walking down the street looking at her cellphone.,A woman is looking at a text on her cell phone.
1091,neutral,A person attempts to rope a black cow while riding a horse.,The person is riding a brown horse.
1092,neutral,A man interviews a boy in a gathering of people.,A man interviews a child about his view on terrorism and Barney.
1093,neutral,A lady holding one dog while another dog is playing in the yard.,The two dogs belong to the lady.
1094,neutral,A young girl chasing a duck with bread in her hands.,"A young girl chasing a duck with bread in her hands, and a brick in the other."
1095,neutral,A man wearing a white shirt and blue jeans as well as a mask over his mouth stokes a fire.,A guy in pants and shirt wearing a face mask to breath through fools around with a fire.
1096,neutral,People landscaping and gardening the areas around the walkway.,People are planting daisies
1097,neutral,women's soccer team competing on the field.,The women are winning the soccer game.
1098,neutral,A man wearing a black hat and coat makes a face with a crowd behind him.,A mime is performing for a group in the park.
1099,neutral,The older woman smiles as she holds up a hammer.,A woman is using a hammer to make something.
1100,neutral,"A woman poses with sunglasses shaped like dollar signs and a silver suitcase labelled ""LUCKY"" full of bills.",A woman who just won the jackpot at the casino poses for a picture.
1101,neutral,Cheerleaders in blue performing on a football field underneath a yellow football goal post.,A group of girls shake pom poms.
1102,neutral,A man sits writing at a table set up on a sidewalk.,The man is looking to sell things.
1103,neutral,A man and a woman embracing on the sidewalk.,A woman and a man block the entire sidewalk.
1104,neutral,A couple sits in the grass.,A couple is having a picnic.
1105,neutral,A woman is petting a dog outside.,A woman is rewarding a dog for bringing back a thrown stick.
1106,neutral,Four dark-skinned boys are playing soccer.,The boy is wearing shin guards.
1107,neutral,A white duck is spreading its wings while sitting on the water.,The duck spread its wings to fly when it heard a gunshot.
1108,neutral,Two men in orange uniforms stand before a train and do some work.,Tall humans working.
1109,neutral,A man in a black leather jacket and a book in his hand speaks in a classroom.,A man is teaching science in a classroom.
